question,category,question_type,image_path,reference_answer,model_output,reasoning,is_correct
"In this flowchart diagram, if 'PCP decision: pick, order, or produce?' is 'Produce', what is the next step?",large,2,../images_predict/flowchart-example151.png,"If 'PCP decision: pick, order, or produce?' is 'Produce', the next step is 'Determine quantity'.","If the ""PCP decision: pick, order, or produce?"" is ""Produce,"" the next step in the flowchart is **""Determine quantity.""**","The key object in both the reference answer and the model output is 'Determine quantity.' They match exactly, so the model output is correct.",True
"In this flowchart diagram, if 'Quality Check' is 'Not OK', what is the next step?",medium,2,../images_predict/flowchart-example025.png,"If 'Quality Check' is 'Not OK', the next step is 'Send order to Warehouse'.","In the flowchart diagram, if the 'Quality Check' is 'Not OK', the next step is **""Send order to Warehouse""**.","The key object in both the reference answer and the model output is 'Send order to Warehouse'. The wording matches exactly, so the model output is correct.",True
"In the flowchart diagram, which of the steps before an object 'Add Payment Info' except 'Add Shippinig Info'?",medium,3,../images_predict/flowchart-example025.png,The step before 'Add Payment Info' except 'Add Shippinig Info' is 'Present Error Message'.,"To determine the steps before the ""Add Payment Info"" object (excluding ""Add Shipping Info""), we analyze the flowchart and the provided data.

### Steps before ""Add Payment Info"":
1. **Start** (object_num: 11)
2. **Add to Cart** (object_num: 5)
3. **Checkout Items** (object_num: 4)
4. **Valid Payment?** (object_num: 2)

These steps occur before ""Add Payment Info"" (object_num: 8) in the flowchart, excluding ""Add Shipping Info"" (object_num: 6).","The reference answer identifies 'Present Error Message' as the step before 'Add Payment Info' (excluding 'Add Shipping Info'). The model output lists several steps ('Start', 'Add to Cart', 'Checkout Items', 'Valid Payment?'), none of which match 'Present Error Message'. Therefore, the key object in the reference answer ('Present Error Message') does not match any of the key objects in the model output.",False
"In this flowchart diagram, if 'Valid Payment?' is 'Yes', what is the next step?",medium,2,../images_predict/flowchart-example025.png,"If 'Valid Payment?' is 'Yes', the next step is 'Send order to Warehouse'.","In the flowchart diagram, if the decision ""Valid Payment?"" is ""Yes,"" the next step is **""Send order to Warehouse.""**","The key object in both the reference answer and the model output is 'Send order to Warehouse.' The wording matches exactly, so the model output is correct.",True
"In this flowchart diagram, if 'num1 > num2' is 'TRUE', what is the next step?",small,2,../images_predict/flowchart-example106.png,"If 'num1 > num2' is 'TRUE', the next step is 'num1 ++; num2--;'.","Based on the provided flowchart diagram, if the condition `num1 > num2` is `TRUE`, the next step is:

**Process:** `num1++; num2--;`

This step increments `num1` and decrements `num2`. After this, the flow continues to the next connection leading to the output process `(output) Display: num1, num2`.",The key object in both the reference answer and the model output is 'num1++; num2--;'. The model output matches the reference answer exactly in terms of the next step's core object.,True
"In this flowchart diagram, if 'num1 > num2' is 'FALSE', what is the next step?",small,2,../images_predict/flowchart-example106.png,"If 'num1 > num2' is 'FALSE', the next step is 'num1 ++; num2--;'.","If `num1 > num2` is `FALSE`, the next step in the flowchart is to execute the process labeled `num1++; num2--;`.","The key object in both the reference answer and the model output is 'num1++; num2--;'. The wording and formatting are slightly different, but the core object is exactly the same.",True
"In this flowchart diagram, what is the next step after '(output) Display: num1, num2'?",small,1,../images_predict/flowchart-example106.png,"The next step after '(output) Display: num1, num2' is 'End'.","Based on the provided flowchart diagram, the next step after `(output) Display: num1, num2` is the **End** terminator.","The key object in both the reference answer and the model output is 'End'. Both answers identify 'End' as the next step after '(output) Display: num1, num2'. The surrounding wording and format are irrelevant; the core object matches exactly.",True
"In this flowchart diagram, what is the next step after 'Contact Customer to Request Balance of Payment'?",large,1,../images_predict/flowchart-example179.png,The next step after 'Contact Customer to Request Balance of Payment' is 'Receive Payment in Mail'.,"Based on the flowchart diagram provided, the next step after **""Contact Customer to Request Balance of Payment""** is **""Receive Payment in Mail""**.","The key object in both the reference answer and the model output is 'Receive Payment in Mail'. The wording matches exactly, so the model output is correct according to the evaluation criteria.",True
"In this flowchart diagram, what is the next step after 'Issue Refund for Amount of Overpayment'?",large,1,../images_predict/flowchart-example179.png,The next step after 'Issue Refund for Amount of Overpayment' is 'Record Receipt in Accounting System and Deposit Check'.,"Based on the flowchart diagram provided, the next step after **""Issue Refund for Amount of Overpayment""** is **""Record Receipt in Accounting System and Deposit Check""**.","The key object in both the reference answer and the model output is 'Record Receipt in Accounting System and Deposit Check'. The wording matches exactly, so the model output is correct.",True
"In the flowchart diagram, which of the steps before an object 'Match Payment to Invoice' except 'Does Payment Correspoind to Outstanding Invoice?'?",large,3,../images_predict/flowchart-example179.png,The step before 'Match Payment to Invoice' except 'Does Payment Correspoind to Outstanding Invoice?' is 'Create Invoice for Order'.,"Based on the flowchart diagram provided, the steps before the process ""Match Payment to Invoice"" (excluding the decision ""Does Payment Correspond to Outstanding Invoice?"") are:

1. **Receive Payment in Mail**  
2. **Forward Copy of Check to Sales Dept to Write Order**  
3. **Create Invoice for Order**  

These steps occur in the flowchart before reaching ""Match Payment to Invoice.""","The key object in the reference answer is 'Create Invoice for Order'. The model output lists three steps, including 'Create Invoice for Order'. Since the question asks for the step before 'Match Payment to Invoice' except 'Does Payment Correspoind to Outstanding Invoice?', and the reference answer only lists 'Create Invoice for Order', the model output includes extra steps. The key object should match exactly, so including additional steps makes the answer incorrect.",False
"In this flowchart diagram, what is the next step after 'Player's 2 Turn'?",large,1,../images_predict/flowchart-example165.png,The next step after 'Player's 2 Turn' is 'Will player one connect three X's on their next turn'.,"After ""Player's 2 Turn,"" the next step in the flowchart is the decision point: **""Will player one connect three X's on their next turn?""**","The key object in both the reference answer and the model output is 'Will player one connect three X's on their next turn'. The wording matches exactly, so the model output is correct.",True
"In this flowchart diagram, what is the next step after 'In No: Continue to place your O on the remaining 6 places to connect three in a row.'?",large,1,../images_predict/flowchart-example165.png,The next step after 'In No: Continue to place your O on the remaining 6 places to connect three in a row.' is 'Player one's turn'.,"Based on the flowchart diagram provided, the next step after **""In NO: Continue to place your O on the remaining 6 places to connect three in a row""** is:

**""Player one's turn""**. 

This is indicated by the arrow leading from the ""In NO"" process box to the ""Player one's turn"" process box.","The key object in both the reference answer and the model output is 'Player one's turn'. The model output correctly identifies the next step as 'Player one's turn', matching the reference answer exactly.",True
"In the flowchart diagram, which of the steps before an object 'Player's 2 Turn' except '1st player places their X on any of the 7 spaces'?",large,3,../images_predict/flowchart-example165.png,The step before 'Player's 2 Turn' except '1st player places their X on any of the 7 spaces' is 'In YES: Then place your X on the space that will block their win'.,"To answer the question, ""Which of the steps occur before the object 'Player's 2 Turn' except '1st player places their X on any of the 7 spaces'?"", we need to analyze the flowchart diagram.

### Steps before ""Player's 2 Turn"" (excluding ""1st player places their X on any of the 7 spaces""):
1. **Grab something to write with and something to write on**  
2. **You can only have two players**  
3. **Draw a number sign (#)**  
4. **One player will be X and the Other will be O**  
5. **X always goes first**  
6. **1st player places their X on any of the 9 spaces**  
7. **Second player places their O on any of the remaining 8 spaces**

These steps lead up to ""Player's 2 Turn"" in the flowchart.","The reference answer identifies the step before 'Player's 2 Turn' (excluding '1st player places their X on any of the 7 spaces') as 'In YES: Then place your X on the space that will block their win'. The model output, however, lists a sequence of setup steps and does not mention 'In YES: Then place your X on the space that will block their win' at all. Therefore, the key object in the reference answer ('In YES: Then place your X on the space that will block their win') does not match any object in the model output.",False
"In this flowchart diagram, if 'Water boiled?' is 'N', what is the next step?",small,2,../images_predict/flowchart-example007.png,"If 'Water boiled?' is 'N', the next step is 'Wait'.","If ""Water boiled?"" is ""N"" (No), the next step in the flowchart is **""Wait""**.","The key object in both the reference answer and the model output is 'Wait'. They match exactly, so the model output is correct.",True
"In this flowchart diagram, if 'Water boiled?' is 'Y', what is the next step?",small,2,../images_predict/flowchart-example007.png,"If 'Water boiled?' is 'Y', the next step is 'Pour water on teabag in cup'.","If ""Water boiled?"" is ""Y"" (Yes), the next step in the flowchart is **""Pour water on teabag in cup.""**","The key object in both the reference answer and the model output is 'Pour water on teabag in cup'. The wording matches exactly, so the model output is correct.",True
"In this flowchart diagram, what is the next step after 'Wait'?",small,1,../images_predict/flowchart-example007.png,The next step after 'Wait' is 'Wait for kettle to boll'.,"In the flowchart diagram, the next step after ""Wait"" is ""Wait for kettle to boil.""","The key object in both the reference answer and the model output is 'Wait for kettle to boil.' The wording is identical except for a minor typo ('boll' vs 'boil') in the reference answer, but the intended object is clearly the same. Therefore, the model output is correct.",True
"In this flowchart diagram, if 'Decision' is 'Yes', what is the next step?",small,2,../images_predict/flowchart-example194.png,"If 'Decision' is 'Yes', the next step is 'Action'.","Based on the provided flowchart diagram, if the 'Decision' is 'Yes', the next step is **Action**.","The key object in both the reference answer and the model output is 'Action'. They match exactly, so the model output is correct.",True
"In this flowchart diagram, if 'Decision' is 'No', what is the next step?",small,2,../images_predict/flowchart-example194.png,"If 'Decision' is 'No', the next step is 'Action'.","Based on the provided flowchart diagram, if the 'Decision' is 'No', the next step is to proceed to the **Action** process below the decision node. After completing the 'Action' process, the flow terminates at the **End** node.","The key object in both the reference answer and the model output is 'Action'. The model output correctly identifies 'Action' as the next step after 'Decision' is 'No'. Additional information about what happens after 'Action' is irrelevant to the evaluation, as the focus is only on the immediate next step ('Action'). Therefore, the answer is correct.",True
"In this flowchart diagram, what is the next step after 'Step'?",small,1,../images_predict/flowchart-example194.png,The next step after 'Step' is 'Decision'.,"Based on the provided flowchart diagram, the next step after ""Step"" is **""Decision""**.","The key object in both the reference answer and the model output is 'Decision'. They match exactly, so the model output is correct.",True
"In this flowchart diagram, what is the next step after 'Credit criteria'?",large,1,../images_predict/flowchart-example155.png,The next step after 'Credit criteria' is 'Credit check'.,"In the flowchart diagram, the next step after **'Credit criteria'** is **'Credit check'**.","The key object in both the reference answer and the model output is 'Credit check'. They match exactly, so the model output is correct.",True
"In this flowchart diagram, if 'Credit check' is 'Bad credit', what is the next step?",large,2,../images_predict/flowchart-example155.png,"If 'Credit check' is 'Bad credit', the next step is 'Sale not approved'.","If the 'Credit check' results in 'Bad credit,' the next step in the flowchart is **'Sale not approved'**.","The key object in both the reference answer and the model output is 'Sale not approved'. They match exactly, so the answer is correct.",True
"In the flowchart diagram, which of the steps before an object 'Order entry' except 'sales call'?",large,3,../images_predict/flowchart-example155.png,The step before 'Order entry' except 'sales call' is 'Credit form'.,"Based on the flowchart diagram provided, the steps before the ""Order entry"" process, excluding the ""Sales call"" terminator, are:

1. **Customer buys product** (Process)
2. **Credit form** (Data)

These steps lead to the ""Order entry"" process.","The reference answer identifies 'Credit form' as the step before 'Order entry' (excluding 'sales call'). The model output lists both 'Customer buys product' and 'Credit form' as steps before 'Order entry'. The key object in the reference answer is 'Credit form', but the model output includes an extra object, 'Customer buys product'. Since the model output does not match exactly and introduces an additional object, it is incorrect.",False
"In this flowchart diagram, if 'Reach 300,000 flight takeoffs and landing?' is 'no', what is the next step?",large,2,../images_predict/flowchart-example167.png,"If 'Reach 300,000 flight takeoffs and landing?' is 'no', the next step is 'Detailed visual inspectation at 30000 intervals'.","If the decision ""Reach 300,000 flight takeoffs and landings?"" is ""no,"" the next step in the flowchart is **""Detailed visual inspection at 30,000 intervals.""**","The key object in both the reference answer and the model output is 'Detailed visual inspection at 30,000 intervals.' The model output matches the reference answer exactly, aside from a minor typo in the reference answer ('inspectation' vs 'inspection'), which does not affect the core object. Therefore, the answer is correct.",True
"In this flowchart diagram, if 'Fracture after ground-air-ground loading?' is 'yes', what is the next step?",large,2,../images_predict/flowchart-example167.png,"If 'Fracture after ground-air-ground loading?' is 'yes', the next step is 'End of experiment'.","If the decision ""Fracture after ground-air-ground loading?"" is ""yes,"" the next step in the flowchart is **""End of experiment""**.","The key object in both the reference answer and the model output is 'End of experiment'. They match exactly, so the model output is correct.",True
"In the flowchart diagram, which of the steps before an object 'Using random load spectrum experiments' except 'Start of fatigue experiment'?",large,3,../images_predict/flowchart-example167.png,"The step before 'Using random load spectrum experiments' except 'Start of fatigue experiment' is 'Replacement parts, continue experimentation'.","Based on the flowchart diagram provided, the steps before the process ""Using random load spectrum experiments"" (object_num: 3) except ""Start of fatigue experiment"" (object_num: 18) are:

1. **Replacement parts, continue experimentation** (object_num: 9)  
2. **Cracks found on other parts?** (object_num: 4)  
3. **Cracks found on Joint lugs?** (object_num: 2)  

These steps precede ""Using random load spectrum experiments"" in the flowchart.","The reference answer identifies 'Replacement parts, continue experimentation' as the step before 'Using random load spectrum experiments' (excluding 'Start of fatigue experiment'). The model output lists three steps, but the first one is 'Replacement parts, continue experimentation', which matches the reference answer. However, since the question asks for the step (singular) and the reference answer only lists one, the inclusion of extra steps in the model output means the key object is not an exact match. The key object should be 'Replacement parts, continue experimentation' only.",False
"In this flowchart diagram, if 'Email Verification completed?' is 'No', what is the next step?",small,2,../images_predict/flowchart-example017.png,"If 'Email Verification completed?' is 'No', the next step is 'Complete verification'.","Based on the flowchart diagram provided, if ""Email Verification completed?"" is ""No,"" the next step is **""Complete verification.""**","The key object in both the reference answer and the model output is 'Complete verification.' They match exactly, so the model output is correct.",True
"In this flowchart diagram, if 'Email Verification completed?' is 'Yes', what is the next step?",small,2,../images_predict/flowchart-example017.png,"If 'Email Verification completed?' is 'Yes', the next step is 'Account Created'.","Based on the flowchart diagram provided, if ""Email Verification completed?"" is ""Yes,"" the next step is **""Account Created.""**","The key object in both the reference answer and the model output is 'Account Created'. They match exactly, so the model output is correct.",True
"In this flowchart diagram, what is the next step after 'Sign Up'?",small,1,../images_predict/flowchart-example017.png,The next step after 'Sign Up' is 'Enter email & password'.,"Based on the flowchart diagram provided, the next step after ""Sign Up"" is **""Enter email & password""**.","The key object in both the reference answer and the model output is 'Enter email & password'. They match exactly, so the model output is correct.",True
